Zip,State,Latitude,Longitude,3 pin
71937,AR,34.398483,-94.39398,719
72044,AR,35.624351,-92.16056,720
56171,MN,43.660847,-94.74357,561
49430,MI,43.010337,-85.89754,494
52585,IA,41.194129,-91.98027,525
47520,IN,37.934311,-86.67821,475
49464,MI,42.829252,-85.99621,494
49919,MI,46.559834,-88.52201,499
52401,IA,41.97545,-91.65912,524
35979,AL,34.831242,-85.61564,359
36350,AL,31.319083,-85.48718,363
38401,TN,35.619784,-87.03565,384
41065,KY,38.3481,-83.718626,410
55302,MN,45.246631,-94.11692,553
29607,SC,34.825592,-82.34099,296
31150,GA,33.844371,-84.47405,311
31646,GA,30.518903,-82.08063,316
31826,GA,32.803518,-84.69384,318
17932,PA,40.649109,-76.503339,179
18947,PA,40.426391,-75.11842,189
20227,DC,38.893311,-77.014647,202
14043,NY,42.904958,-78.7006,140
15278,PA,40.434436,-80.024817,152
15482,PA,40.062849,-79.76338,154
33446,FL,26.452473,-80.16509,334
27915,NC,35.354252,-75.50417,279
23328,VA,36.7085,-76.278531,233
24062,VA,37.174227,-80.395698,240
26253,WV,38.827205,-79.89057,262
2472,MA,42.371296,-71.18196,247
7309,NJ,40.73276,-74.075485,730
623,PR,18.08643,-67.15222,623
52163,IA,43.21661,-92.09219,521
52216,IA,41.888182,-91.04567,522
53031,WI,43.639395,-87.915705,530
60651,IL,41.901485,-87.74055,606
62090,IL,38.67065,-90.17052,620
62420,IL,39.299447,-87.99863,624
64503,MO,39.741794,-94.83237,645
65325,MO,38.451021,-93.19156,653
65638,MO,36.851944,-92.33081,656
74801,OK,35.327341,-96.93544,748
75475,TX,33.485315,-96.25525,754
75757,TX,32.136787,-95.3671,757
63179,MO,38.6531,-90.243462,631
63436,MO,39.501697,-91.5367,634
57440,SD,44.857069,-98.27191,574
72112,AR,35.586065,-91.24695,721
72714,AR,36.458041,-94.23551,727
99671,AK,63.511893,-162.27463,996
97304,OR,44.970181,-123.08033,973
97414,OR,42.977978,-124.1716,974
81148,CO,37.171583,-105.98648,811
81423,CO,38.082231,-108.2586,814
81505,CO,39.112514,-108.60506,815
81624,CO,39.220166,-107.93414,816
82718,WY,43.939968,-105.52445,827
89317,NV,38.835421,-115.02628,893
92232,CA,33.026203,-115.284581,922
93227,CA,36.357151,-119.425371,932
93234,CA,36.209815,-120.0847,932
93529,CA,37.765218,-119.07769,935
93761,CA,36.746375,-119.639658,937
94931,CA,38.328614,-122.71044,949
95322,CA,37.187494,-121.03232,953
30334,GA,33.702657,-84.439127,303
36879,AL,32.733511,-85.55322,368
38017,TN,35.057224,-89.67417,380
43984,OH,40.29649,-81.102502,439
46787,IN,41.080236,-85.62796,467
31606,GA,30.802411,-83.19624,316
55992,MN,44.297157,-92.68312,559
13827,NY,42.120274,-76.25874,138
14739,NY,42.192384,-78.14308,147
15227,PA,40.377869,-79.97516,152
16877,PA,40.721787,-78.08561,168
31732,GA,31.169794,-85.0557,317
32621,FL,29.447069,-82.60452,326
21634,MD,38.288409,-76.20146,216
24008,VA,37.274175,-79.95786,240
25645,WV,37.833204,-81.902401,256
34447,FL,28.804911,-82.574264,344
35004,AL,33.606379,-86.50249,350
27834,NC,35.626653,-77.37896,278
28373,NC,35.100144,-79.47979,283
11703,NY,40.733398,-73.32257,117
2909,RI,41.8191,-71.44775,290
4617,ME,44.363587,-68.74399,461
7961,NJ,40.77975,-74.442797,796
767,PR,18.072752,-65.89703,767
803,VI,18.322285,-64.963715,803
43681,OH,41.686778,-83.43943,436
36744,AL,32.703529,-87.60177,367
37616,TN,36.218863,-82.74704,376
38602,MS,34.686272,-90.106756,386
50519,IA,42.884723,-94.27644,505
40081,KY,38.3386,-85.492459,400
30444,GA,33.696073,-84.450276,304
90038,CA,34.089459,-118.3285,900
90063,CA,34.045161,-118.1865,900
92709,CA,33.640302,-117.769442,927
93492,CA,35.372861,-120.859391,934
94175,CA,37.784827,-122.727802,941
84530,UT,38.236886,-109.15445,845
95592,CA,38.098737,-122.271251,955
38138,TN,35.088885,-89.80677,381
40298,KY,38.188962,-85.676819,402
56517,MN,47.55171,-96.53492,565
57841,SD,45.632378,-98.704197,578
58323,ND,48.849591,-98.90525,583
58533,ND,46.408171,-101.82853,585
58771,ND,48.073998,-101.9763,587
58793,ND,48.871815,-101.04936,587
53171,WI,42.642298,-87.903161,531
53189,WI,42.967394,-88.264,531
56091,MN,43.930363,-93.69492,560
43733,OH,39.923616,-81.542965,437
47613,IN,38.170645,-87.42886,476
51049,IA,42.626822,-95.61438,510
51651,IA,40.65747,-95.024969,516
53014,WI,44.033215,-88.17626,530
43334,OH,40.399648,-82.80783,433
62206,IL,38.564451,-90.1628,622
64155,MO,39.276828,-94.57344,641
48215,MI,42.378287,-82.95243,482
30531,GA,34.514215,-83.54118,305
20521,DC,38.893311,-77.014647,205
20557,DC,38.887405,-77.004663,205
23176,VA,37.571789,-76.41631,231
16830,PA,41.026239,-78.43838,168
16876,PA,40.960106,-78.28886,168
11707,NY,40.922326,-72.637078,117
12442,NY,42.222061,-74.23418,124
13334,NY,42.83917,-75.65482,133
13626,NY,43.859025,-75.72942,136
24620,VA,37.409883,-82.02317,246
25521,WV,38.238045,-81.98991,255
34489,FL,29.215153,-82.097163,344
17866,PA,40.791328,-76.56393,178
17882,PA,40.801614,-77.20537,178
18466,PA,41.19012,-75.36779,184
19173,PA,40.001811,-75.11787,191
28039,NC,35.677889,-80.44593,280
28206,NC,35.248292,-80.82748,282
28282,NC,35.224242,-80.844743,282
96778,HI,19.494625,-154.9266,967
97298,OR,45.548616,-123.114725,972
97538,OR,42.259678,-123.54778,975
98520,WA,46.972965,-123.81923,985
98579,WA,46.814438,-123.08647,985
93701,CA,36.749444,-119.78872,937
94295,CA,38.377411,-121.444429,942
16601,PA,40.526319,-78.40082,166
17301,PA,39.891548,-76.98359,173
19420,PA,40.152871,-75.456719,194
32503,FL,30.447997,-87.20727,325
36268,AL,33.51179,-85.94756,362
24292,VA,36.59565,-81.59154,242
26267,WV,38.912609,-80.07907,262
27341,NC,35.53332,-79.71018,273
8887,NJ,40.525361,-74.79632,888
71284,LA,32.341594,-91.216458,712
71423,LA,31.563093,-92.54954,714
71443,LA,31.1019,-93.361238,714
48226,MI,42.331821,-83.04888,482
48503,MI,43.011227,-83.69291,485
49756,MI,44.839929,-84.30787,497
50675,IA,42.193577,-92.4828,506
78650,TX,30.283941,-97.23563,786
80402,CO,39.522014,-105.223945,804
83121,WY,41.814385,-110.53743,831
92693,CA,33.555323,-117.564,926
93140,CA,34.262834,-119.848555,931
93255,CA,35.666835,-118.01701,932
75010,TX,33.030556,-96.89328,750
76054,TX,32.858398,-97.17681,760
68743,NE,42.460155,-96.60668,687
85268,AZ,33.604811,-111.72852,852
45841,OH,40.881217,-83.73199,458
65047,MO,38.14008,-92.58331,650
67102,KS,37.043519,-96.75924,671
67954,KS,37.163412,-101.61909,679
68792,NE,42.749481,-97.14372,687
75961,TX,31.626011,-94.60338,759
76452,TX,31.758351,-98.40613,764
76855,TX,31.333614,-99.85837,768
80235,CO,39.648328,-105.08431,802
80620,CO,40.378019,-104.70357,806
81001,CO,38.282872,-104.57029,810
83401,ID,43.528891,-111.98136,834
85292,AZ,32.945838,-110.72198,852
57481,SD,45.663385,-98.62274,574
58723,ND,47.785232,-100.69257,587
78349,TX,27.316167,-98.29797,783
79381,TX,33.327782,-101.76906,793
63626,MO,38.053566,-90.64229,636
23290,VA,37.524246,-77.493157,232
23486,VA,37.518917,-75.810482,234
24069,VA,36.586545,-79.64194,240
15773,PA,40.628368,-78.73335,157
16665,PA,40.393223,-78.43508,166
16927,PA,41.958059,-77.67187,169
30746,GA,34.574804,-85.02482,307
32830,FL,28.385549,-81.505894,328
33756,FL,27.944631,-82.78702,337
20868,MD,39.127028,-76.96372,208
21849,MD,38.363057,-75.45574,218
22218,VA,38.880811,-77.11295,222
17570,PA,40.129494,-76.56991,175
17942,PA,40.722587,-76.229623,179
18456,PA,41.606185,-75.33971,184
18834,PA,41.853082,-75.72077,188
18921,PA,40.328645,-75.10278,189
19134,PA,39.991712,-75.11116,191
29164,SC,33.659078,-81.40845,291
54020,WI,45.299735,-92.64222,540
55125,MN,44.921982,-92.94234,551
56039,MN,43.680519,-94.33773,560
39072,MS,32.311287,-90.397157,390
39154,MS,32.230592,-90.45709,391
8817,NJ,40.516104,-74.39754,881
10965,NY,41.063329,-74.01734,109
12151,NY,42.932326,-73.79363,121
12195,NY,42.479384,-73.474809,121
18216,PA,40.931187,-75.91493,182
2169,MA,42.250739,-70.99593,216
2375,MA,42.029749,-71.10191,237
2639,MA,41.661115,-70.13348,263
77590,TX,29.395283,-94.91759,775
78013,TX,29.972473,-98.91084,780
68832,NE,40.763643,-98.38794,688
42046,KY,36.6033,-88.092285,420
43652,OH,41.686778,-83.43943,436
62611,IL,39.883346,-90.39332,626
70005,LA,29.999453,-90.13398,700
71048,LA,32.830135,-92.85568,710
26865,WV,39.199856,-78.49655,268
28007,NC,35.104652,-80.10965,280
54964,WI,43.923141,-88.72654,549
56011,MN,44.616113,-93.76906,560
19318,PA,39.852406,-75.811789,193
21241,MD,39.284707,-76.620489,212
50167,IA,41.750745,-94.04659,501
80202,CO,39.751586,-104.99699,802
84305,UT,41.938629,-112.0433,843
85382,AZ,33.689869,-112.24838,853
93465,CA,35.54464,-120.72428,934
94160,CA,37.784827,-122.727802,941
94164,CA,37.784827,-122.727802,941
95383,CA,38.055888,-120.23002,953
95665,CA,38.40097,-120.64952,956
79917,TX,31.694842,-106.299987,799
90301,CA,33.955913,-118.35868,903
60974,IL,40.710295,-87.73137,609
62001,IL,38.884434,-89.74886,620
92543,CA,33.73542,-116.97401,925
92837,CA,33.640302,-117.769442,928
14617,NY,43.223213,-77.59721,146
15238,PA,40.518701,-79.86744,152
21767,MD,39.697894,-77.74514,217
2886,RI,41.705478,-71.45119,288
3648,NH,43.630276,-72.135352,364
4981,ME,44.499082,-68.85667,498
5061,VT,43.928369,-72.5731,506
5648,VT,44.375726,-72.49509,564
19488,PA,39.983153,-75.748055,194
19524,PA,40.248684,-75.858731,195
982,PR,18.409345,-65.99313,982
37407,TN,35.000825,-85.28673,374
38704,MS,33.253401,-90.918503,387
38912,MS,33.65497,-90.053958,389
30415,GA,32.3456,-81.62339,304
31525,GA,31.260995,-81.49832,315
32798,FL,28.716923,-81.5754,327
43719,OH,40.009383,-81.0763,437
43748,OH,39.710863,-82.30228,437
47649,IN,38.343295,-87.44275,476
35576,AL,33.581135,-88.10835,355
36535,AL,30.396876,-87.69616,365
37367,TN,35.635097,-85.17161,373
27107,NC,36.046215,-80.18998,271
24324,VA,36.973028,-80.79309,243
41132,KY,38.251159,-82.83496,411
43506,OH,41.471569,-84.55459,435
28584,NC,34.69771,-77.10614,285
29325,SC,34.470115,-81.86761,293
95965,CA,39.558586,-121.58923,959
97844,OR,45.886463,-119.51737,978
83429,ID,44.490674,-111.36631,834
78148,TX,29.550223,-98.29936,781
78588,TX,26.720155,-98.46845,785
65777,MO,36.524268,-91.98863,657
67050,KS,37.663743,-97.68539,670
67645,KS,39.609655,-99.91904,676
56522,MN,46.130213,-96.40019,565
58405,ND,46.913344,-98.699553,584
60025,IL,42.07672,-87.81922,600
50278,IA,42.158866,-93.29673,502
50569,IA,42.417893,-94.1494,505
52156,IA,43.051922,-91.45842,521
51530,IA,41.77364,-95.42761,515
51656,IA,40.737446,-95.156217,516
53009,WI,43.76983,-88.494357,530
55381,MN,44.904987,-94.18802,553
30263,GA,33.38779,-84.82536,302
30384,GA,33.844371,-84.47405,303
30728,GA,34.696201,-85.25824,307
31714,GA,31.709742,-83.66519,317
33315,FL,26.094385,-80.15422,333
33994,FL,26.552895,-81.94861,339
34209,FL,27.488866,-82.62737,342
47261,IN,39.292004,-85.491788,472
37050,TN,36.373626,-87.63158,370
15665,PA,40.333339,-79.66646,156
17265,PA,40.035958,-77.79113,172
17585,PA,40.048398,-76.211427,175
19511,PA,40.48773,-75.7393,195
8406,NJ,39.342299,-74.48192,840
29520,SC,34.68862,-79.92315,295
29615,SC,34.866801,-82.31739,296
11716,NY,40.770042,-73.11376,117
12719,NY,41.480326,-74.92694,127
23435,VA,36.84882,-76.46521,234
24550,VA,37.237928,-79.28268,245
25918,WV,37.712469,-81.00561,259
27028,NC,35.920477,-80.57143,270
27049,NC,36.551332,-80.655786,270
95655,CA,38.558073,-121.28737,956
91189,CA,33.786594,-118.298662,911
93099,CA,34.032383,-119.1343,930
98604,WA,45.791345,-122.51789,986
87413,NM,36.579374,-107.87907,874
2382,MA,42.08235,-70.93734,238
2719,MA,41.634152,-70.8814,271
62676,IL,39.128248,-89.923215,626
79370,TX,33.478848,-100.89669,793
71226,LA,32.277816,-92.45283,712
72542,AR,36.303556,-91.48573,725
72686,AR,35.747154,-92.90985,726
72927,AR,35.105966,-93.97531,729
83355,ID,42.76079,-114.71025,833
83641,ID,43.370358,-116.57555,836
84307,UT,41.535714,-112.30373,843
60139,IL,41.920228,-88.07891,601
60438,IL,41.565685,-87.54819,604
68636,NE,42.009216,-98.13311,686
66532,KS,39.8202,-95.36776,665
55723,MN,47.854987,-92.77077,557
39478,MS,31.054236,-89.85553,394
49041,MI,42.245412,-85.529858,490
61107,IL,42.280019,-89.03347,611
58072,ND,46.934311,-98.02374,580
59333,MT,46.271872,-106.21374,593
35283,AL,33.544622,-86.929208,352
42163,KY,37.09425,-86.143188,421
49157,MI,44.21551,-85.298079,491
43735,OH,39.851515,-82.12173,437
44403,OH,41.239987,-80.58346,444
50581,IA,42.842111,-94.53114,505
33850,FL,28.092512,-81.72758,338
35259,AL,33.544622,-86.929208,352
35593,AL,34.369264,-88.06745,355
40118,KY,38.106135,-85.75362,401
40371,KY,38.087867,-83.61146,403
13479,NY,43.053769,-75.271559,134
15564,PA,39.729896,-78.844105,155
15944,PA,40.371165,-79.0772,159
17052,PA,40.338058,-77.9779,170
30747,GA,34.489848,-85.32928,307
31754,GA,31.860476,-85.07534,317
32746,FL,28.758133,-81.33992,327
33801,FL,28.041198,-81.92392,338
23178,VA,37.400287,-76.46089,231
10072,NY,40.780751,-73.977182,100
10166,NY,40.754591,-73.976238,101
10998,NY,41.334034,-74.54593,109
21623,MD,39.123235,-75.96707,216
29336,SC,34.888237,-81.96902,293
29348,SC,34.888237,-81.96902,293
11560,NY,40.881957,-73.59417,115
18355,PA,41.074757,-75.36259,183
36538,AL,31.646087,-88.14188,365
37322,TN,35.503723,-84.80741,373
43081,OH,40.109513,-82.91606,430
27105,NC,36.147887,-80.23423,271
44398,OH,41.128705,-81.53999,443
46731,IN,40.793562,-85.0974,467
33659,FL,27.894362,-82.338911,336
2875,RI,41.447642,-71.63877,287
4630,ME,44.753992,-67.3786,463
6053,CT,41.686949,-72.7908,605
714,PR,17.987288,-66.05552,714
2126,MA,42.272098,-71.09426,212
14150,NY,43.001907,-78.8631,141
30339,GA,33.87507,-84.46615,303
32361,FL,30.357761,-83.98882,323
32634,FL,29.35089,-82.27648,326
33523,FL,28.433019,-82.19736,335
33706,FL,27.741505,-82.75179,337
24605,VA,37.222548,-81.3367,246
25444,WV,39.412828,-78.52587,254
26280,WV,38.736144,-80,262
18465,PA,41.839349,-75.50841,184
12197,NY,42.610314,-74.72401,121
13147,NY,42.774714,-76.57045,131
28519,NC,35.120742,-77.01969,285
26561,WV,39.575518,-80.666712,265
82937,WY,41.399751,-110.36624,829
64070,MO,38.895469,-94.15315,640
64471,MO,40.264749,-94.19587,644
75075,TX,33.024721,-96.74038,750
68118,NE,41.263194,-96.17108,681
79080,TX,35.655035,-101.22477,790
70059,LA,29.677893,-90.0901,700
90845,CA,33.786594,-118.298662,908
92114,CA,32.706954,-117.0542,921
98144,WA,47.58577,-122.30081,981
98833,WA,48.634796,-120.47681,988
95692,CA,39.030716,-121.43497,956
95826,CA,38.550098,-121.37492,958
93458,CA,34.956344,-120.45243,934
61866,IL,40.307065,-88.15575,618
77046,TX,29.733181,-95.43131,770
77581,TX,29.56218,-95.26982,775
67149,KS,37.538257,-97.62031,671
57231,SD,44.374289,-97.57442,572
74061,OK,36.533868,-95.90865,740
82412,WY,44.794477,-108.53415,824
75712,TX,32.411237,-95.289903,757
75756,TX,32.306045,-95.60507,757
85225,AZ,33.316349,-111.83064,852
86508,AZ,35.325261,-109.07847,865
87579,NM,36.160484,-105.56045,875
93215,CA,35.774967,-119.23371,932
94973,CA,38.007639,-122.63914,949
98587,WA,47.32251,-124.25814,985
98639,WA,45.650041,-121.97167,986
4327,ME,44.09156,-69.804077,432
4747,ME,46.004523,-68.27004,474
5452,VT,44.501991,-73.09376,545
6410,CT,41.507049,-72.90489,641
2769,MA,41.835067,-71.26115,276
54875,WI,45.947509,-91.67526,548
55018,MN,44.422975,-93.00089,550
37421,TN,35.028574,-85.15939,374
46904,IN,40.469625,-86.11894,469
5155,VT,43.158484,-72.84497,515
6074,CT,41.836665,-72.56076,607
15242,PA,40.434436,-80.024817,152
17010,PA,40.280149,-76.5806,170
23101,VA,37.553314,-77.892964,231
60697,IL,41.811929,-87.68732,606
23297,VA,37.389721,-77.561266,232
62464,IL,38.98981,-87.839627,624
58370,ND,47.994379,-98.86913,583
72536,AR,36.155897,-91.75644,725
73644,OK,35.405935,-99.41658,736
74330,OK,36.434328,-95.25512,743
30354,GA,33.658834,-84.39682,303
80454,CO,39.631254,-105.26071,804
37774,TN,35.725969,-84.33069,377
39731,MS,33.230508,-88.57968,397
72314,AR,35.357184,-90.677331,723
44022,OH,41.43932,-81.39232,440
72774,AR,35.896307,-94.19661,727
53803,WI,42.563769,-90.36783,538
54565,WI,46.309371,-90.4354,545
54757,WI,45.235611,-91.52127,547
54936,WI,43.740559,-88.522984,549
55054,MN,44.571056,-93.354267,550
62248,IL,38.299507,-89.961825,622
29260,SC,34.005992,-80.970766,292
42104,KY,36.930527,-86.44751,421
43115,OH,39.501913,-83.17383,431
44333,OH,41.144661,-81.61948,443
34101,FL,25.855534,-81.38719,341
39067,MS,33.127907,-89.46704,390
23025,VA,37.422209,-76.37304,230
23228,VA,37.621745,-77.48896,232
23541,VA,36.931166,-76.23972,235
28386,NC,34.851865,-79.12266,283
32971,FL,27.709049,-80.572557,329
73834,OK,36.851116,-99.5897,738
75294,TX,32.767268,-96.777626,752
81422,CO,38.296229,-108.68079,814
82242,WY,42.706475,-104.12045,822
84133,UT,40.769046,-111.889319,841
85262,AZ,33.798581,-111.8708,852
93308,CA,35.487491,-119.00896,933
93611,CA,36.840057,-119.66107,936
94131,CA,37.741797,-122.4378,941
94249,CA,38.377411,-121.444429,942
96062,CA,40.577799,-122.10148,960
97378,OR,45.089532,-123.40787,973
15555,PA,40.091429,-79.087198,155
16662,PA,40.306709,-78.31987,166
16940,PA,41.978436,-77.24667,169
17212,PA,39.81231,-78.06337,172
8835,NJ,40.538903,-74.59222,883
12771,NY,41.374734,-74.66315,127
12810,NY,43.484741,-73.89151,128
13350,NY,43.038149,-74.9846,133
24513,VA,37.245798,-79.133546,245
22720,VA,38.474222,-77.64361,227
13655,NY,44.98184,-74.67374,136
3266,NH,43.806365,-71.87952,326
76503,TX,31.053986,-97.320306,765
77015,TX,29.778526,-95.18118,770
77550,TX,29.298448,-94.79316,775
78041,TX,27.542244,-99.49233,780
80720,CO,40.124199,-103.18362,807
83215,ID,43.442618,-112.81316,832
83554,ID,45.717554,-116.26936,835
96720,HI,19.713562,-155.09842,967
97368,OR,45.009935,-123.91182,973
97877,OR,44.744446,-118.2229,978
98622,WA,45.801586,-122.520347,986
89009,NV,35.927901,-114.972061,890
89047,NV,37.751386,-117.64225,890
89412,NV,40.652505,-119.356505,894
99124,WA,47.998468,-118.95248,991
99554,AK,62.683391,-164.65455,995
28772,NC,35.139812,-82.84253,287
29708,SC,35.040969,-80.99427,297
31069,GA,32.460791,-83.73541,310
36801,AL,32.660497,-85.39917,368
38124,TN,35.201738,-89.971538,381
47163,IN,38.544512,-85.66831,471
47488,IN,39.246268,-86.163826,474
4033,ME,44.408078,-70.470703,403
23191,VA,37.418242,-76.508402,231
23834,VA,37.265403,-77.40438,238
23839,VA,37.079298,-76.92155,238
25140,WV,37.883223,-81.48001,251
18221,PA,41.004017,-75.90569,182
18825,PA,41.822157,-75.59506,188
19115,PA,40.09261,-75.04118,191
30663,GA,33.614556,-83.61157,306
15612,PA,40.136883,-79.59033,156
6520,CT,41.365709,-72.927507,652
93110,CA,34.439579,-119.76788,931
95005,CA,37.084347,-122.08524,950
95337,CA,37.782332,-121.23578,953
98932,WA,46.345166,-120.1843,989
87184,NM,35.044339,-106.672872,871
87537,NM,36.094021,-106.17472,875
37048,TN,36.491753,-86.59963,370
62549,IL,39.777116,-88.87171,625
63453,MO,40.489269,-91.87248,634
63534,MO,39.7418,-92.63582,635
63834,MO,36.915335,-89.31308,638
81658,CO,39.624171,-106.497314,816
70718,LA,30.201004,-90.868876,707
71748,AR,33.97547,-92.647817,717
72118,AR,34.813269,-92.30229,721
78011,TX,28.795637,-98.71951,780
83547,ID,45.291282,-116.35695,835
66075,KS,38.184882,-94.70142,660
54931,WI,44.416326,-88.464873,549
48164,MI,42.128069,-83.38785,481
48444,MI,43.038967,-83.06067,484
49245,MI,42.147222,-84.80789,492
50001,IA,41.363615,-93.41494,500
50128,IA,41.855913,-94.29981,501
38824,MS,34.511249,-88.63051,388
39569,MS,30.441072,-88.634482,395
40078,KY,37.840066,-85.12572,400
43430,OH,41.523309,-83.37072,434
44618,OH,40.787827,-81.68623,446
45418,OH,39.716161,-84.2734,454
45789,OH,39.551002,-81.256,457
46507,IN,41.725061,-85.81792,465
36869,AL,32.433065,-85.04512,368
37018,TN,35.642797,-86.1669,370
37041,TN,36.477428,-87.377197,370
52809,IA,41.613034,-90.606284,528
39330,MS,32.170432,-88.83866,393
61132,IL,42.325364,-89.170527,611
62903,IL,37.758646,-89.415831,629
72827,AR,34.832089,-93.71111,728
74052,OK,36.084211,-96.5794,740
78701,TX,30.27127,-97.74103,787
79541,TX,32.151983,-99.84483,795
79560,TX,32.684029,-100.1998,795
80230,CO,39.721763,-104.89627,802
80836,CO,39.29782,-102.59745,808
81290,CO,38.358421,-105.106881,812
74570,OK,34.858091,-96.09233,745
76067,TX,32.810275,-98.10707,760
76476,TX,32.387648,-97.93959,764
76561,TX,31.430323,-97.52946,765
64640,MO,39.912973,-93.96536,646
19429,PA,40.211896,-75.35586,194
13788,NY,42.368357,-74.66452,137
14717,NY,42.37074,-78.19335,147
25846,WV,37.927809,-81.15174,258
27103,NC,36.066545,-80.30733,271
30145,GA,34.237986,-84.97801,301
30671,GA,33.748344,-83.18538,306
31719,GA,32.085491,-84.252665,317
32724,FL,29.039757,-81.27927,327
32757,FL,28.786272,-81.64475,327
36035,AL,31.756986,-86.14489,360
36776,AL,32.739091,-87.7417,367
38844,MS,33.885239,-88.24591,388
38954,MS,33.417028,-90.21318,389
45814,OH,40.892253,-83.64338,458
47369,IN,40.495879,-85.14637,473
53932,WI,43.407179,-89.05837,539
54022,WI,44.854636,-92.61729,540
47851,IN,39.573663,-87.24536,478
50210,IA,41.193148,-93.71388,502
52206,IA,41.993799,-91.86755,522
52760,IA,41.57371,-91.08369,527
41351,KY,37.398617,-83.704908,413
43014,OH,40.470806,-82.26422,430
13459,NY,42.774077,-74.58404,134
14642,NY,43.286024,-77.684264,146
15323,PA,40.114204,-80.40715,153
20711,MD,38.80884,-76.67236,207
21105,MD,39.712453,-76.65069,211
8629,NJ,40.219358,-74.73334,862
10986,NY,41.271543,-73.98676,109
29730,SC,34.914611,-81.0125,297
11763,NY,40.820786,-72.98375,117
12139,NY,43.40276,-74.56972,121
12509,NY,41.643599,-73.847176,125
17560,PA,39.915209,-76.21546,175
17839,PA,41.020062,-76.438413,178
18045,PA,40.681531,-75.26722,180
76066,TX,32.715412,-98.00165,760
81062,CO,38.193937,-103.92275,810
85670,AZ,31.880077,-109.754263,856
13503,NY,43.101869,-75.231158,135
16020,PA,41.10936,-79.90816,160
2815,RI,41.777861,-71.67009,281
4461,ME,44.956776,-68.62199,446
4546,ME,43.767018,-69.749812,454
7032,NJ,40.763051,-74.13718,703
20690,MD,38.165432,-76.53284,206
22454,VA,37.854791,-76.81298,224
75459,TX,33.518979,-96.63523,754
75904,TX,31.339891,-94.76295,759
77289,TX,29.83399,-95.434241,772
84719,UT,37.663896,-112.81081,847
91077,CA,33.786594,-118.298662,910
92840,CA,33.785166,-117.93406,928
24639,VA,37.136584,-81.89068,246
25053,WV,38.05738,-81.86082,250
13135,NY,43.235916,-76.31339,131
659,PR,18.432956,-66.80039,659
1094,MA,42.358201,-72.140846,109
2361,MA,41.970474,-70.701357,236
26425,WV,39.320034,-79.68442,264
41660,KY,37.428801,-82.64374,416
43623,OH,41.707649,-83.64363,436
68041,NE,41.22091,-96.47719,680
68783,NE,42.620877,-98.12001,687
58418,ND,47.42157,-99.63946,584
62069,IL,39.077557,-89.73423,620
37618,TN,36.469605,-82.22998,376
98665,WA,45.681271,-122.66712,986
97002,OR,45.234609,-122.79749,970
97233,OR,45.513242,-122.49985,972
71242,LA,32.82388,-91.398944,712
76857,TX,31.917862,-98.95325,768
76878,TX,31.722813,-99.2959,768
77478,TX,29.627737,-95.62444,774
77834,TX,30.231333,-96.290358,778
92583,CA,33.788491,-116.95125,925
80940,CO,38.82469,-104.562027,809
74956,OK,35.122751,-94.72058,749
84073,UT,40.352343,-110.46935,840
84316,UT,41.773176,-112.45965,843
86054,AZ,36.630103,-110.65072,860
65707,MO,37.220289,-93.84181,657
87028,NM,34.34886,-106.8053,870
89510,NV,39.87107,-119.71313,895
73647,OK,35.45544,-99.1744,736
46360,IN,41.707539,-86.87902,463
46614,IN,41.626588,-86.24804,466
40813,KY,36.737835,-83.60248,408
38860,MS,33.976464,-88.76008,388
62856,IL,37.994296,-88.941665,628
62957,IL,37.305331,-89.43066,629
64436,MO,39.850535,-94.69403,644
56127,MN,43.556667,-94.77432,561
58017,ND,46.059066,-97.80989,580
52171,IA,43.068101,-92.05255,521
49221,MI,41.900927,-84.04585,492
49336,MI,43.494361,-85.43184,493
50525,IA,42.738313,-93.7385,505
2840,RI,41.488002,-71.31262,284
4495,ME,45.484389,-68.37662,449
14301,NY,43.096555,-79.03925,143
15480,PA,39.987054,-79.77879,154
16121,PA,41.211606,-80.49404,161
23487,VA,36.828408,-76.73506,234
25040,WV,38.12563,-81.24499,250
19951,DE,38.682345,-75.23286,199
20277,DC,38.893311,-77.014647,202
22334,VA,38.815762,-77.09005,223
22606,VA,38.112139,-77.329674,226
27230,NC,35.802758,-79.879711,272
27233,NC,35.911979,-79.69566,272
13082,NY,43.099547,-75.9619,130
76683,TX,31.503892,-97.179773,766
76841,TX,30.834326,-100.09843,768
78827,TX,28.442081,-99.76064,788
51451,IA,42.184035,-94.69246,514
55408,MN,44.947515,-93.28742,554
59212,MT,48.1154,-104.19036,592
59902,MT,48.189424,-114.143531,599
60465,IL,41.699432,-87.82977,604
65775,MO,36.719145,-91.87408,657
70065,LA,30.022853,-90.25133,700
70185,LA,30.032997,-89.882564,701
71751,AR,33.397936,-92.77116,717
72068,AR,35.169853,-91.70833,720
57443,SD,45.697865,-98.317734,574
63859,MO,36.267961,-90.031801,638
73773,OK,36.273144,-97.90335,737
75105,TX,32.241963,-96.37917,751
75615,TX,32.51121,-94.783493,756
31744,GA,31.325004,-83.90937,317
32229,FL,30.34494,-81.683107,322
32571,FL,30.627637,-87.16724,325
32706,FL,28.965591,-81.23654,327
21713,MD,39.521507,-77.66056,217
16341,PA,41.560056,-79.53852,163
22640,VA,38.808303,-78.13578,226
49080,MI,42.462935,-85.61256,490
84038,UT,41.797569,-111.3702,840
86413,AZ,35.190896,-114.24036,864
74465,OK,35.900074,-95.040008,744
