Zip,State,Latitude,Longitude,3 pin
13485,NY,42.766057,-75.32353,134
15436,PA,39.821336,-79.75186,154
15563,PA,40.099003,-78.94801,155
16218,PA,40.923894,-79.59137,162
16388,PA,41.659552,-80.157553,163
93563,CA,34.394253,-117.69475,935
93670,CA,36.471833,-119.259352,936
95473,CA,38.325851,-122.505846,954
96117,CA,40.446122,-120.35776,961
96763,HI,20.823607,-156.9274,967
96789,HI,21.459206,-158.0116,967
97301,OR,44.926644,-122.98694,973
87553,NM,36.191998,-105.71543,875
19887,DE,39.564499,-75.597047,198
20038,DC,38.893311,-77.014647,200
36502,AL,31.090528,-87.49715,365
37314,TN,35.246689,-84.303121,373
99918,AK,56.009124,-132.82018,999
62471,IL,38.961799,-89.10978,624
62567,IL,39.638951,-89.18982,625
64050,MO,39.09888,-94.41447,640
79082,TX,34.209814,-102.29761,790
67332,KS,37.051587,-95.2227,673
68179,NE,41.291736,-96.171104,681
68702,NE,41.916476,-97.601348,687
69041,NE,40.133487,-101.7201,690
71279,LA,32.49191,-91.856326,712
72940,AR,35.105477,-94.26995,729
74110,OK,36.181143,-95.95424,741
78006,TX,29.851666,-98.72932,780
84325,UT,41.721715,-111.97114,843
60209,IL,42.04973,-87.679408,602
64803,MO,37.206219,-94.335453,648
55775,MN,47.30797,-93.20693,557
56155,MN,43.763442,-95.94459,561
56225,MN,45.459383,-96.44694,562
58001,ND,46.448462,-96.73165,580
48106,MI,42.253502,-83.836571,481
38804,MS,34.272374,-88.6822,388
39940,MS,31.706345,-89.12119,399
40492,KY,37.345751,-84.31614,404
32356,FL,29.900822,-83.42088,323
33826,FL,27.339483,-81.252872,338
45740,OH,39.475889,-82.07959,457
53718,WI,43.095178,-89.2704,537
62474,IL,39.4505,-87.99681,624
62777,IL,39.749457,-89.606017,627
63132,MO,38.675784,-90.37463,631
64020,MO,38.97688,-93.5895,640
64479,MO,40.351697,-94.67399,644
71414,LA,31.817257,-93.02552,714
71768,AR,33.198024,-92.52891,717
72031,AR,35.586064,-92.48355,720
72381,AR,35.694942,-89.966819,723
72571,AR,35.643961,-91.55966,725
73539,OK,34.457367,-99.28051,735
79413,TX,33.547735,-101.88881,794
82007,WY,41.101731,-104.80582,820
75468,TX,33.536414,-95.39817,754
76426,TX,33.197313,-97.80932,764
76821,TX,31.754011,-99.93695,768
78058,TX,30.070414,-99.69191,780
78116,TX,29.112202,-97.78275,781
64755,MO,37.326648,-94.31032,647
65641,MO,36.536324,-93.73134,656
58783,ND,48.900962,-100.76402,587
59820,MT,46.971146,-114.49692,598
68028,NE,41.118694,-96.25535,680
15052,PA,40.665001,-80.42534,150
25926,WV,37.787252,-81.195122,259
26159,WV,39.604088,-80.93276,261
26217,WV,38.60286,-80.4595,262
26415,WV,39.294877,-80.96009,264
27113,NC,36.027482,-80.20728,271
30204,GA,33.05413,-84.14862,302
31067,GA,32.860031,-82.95019,310
31623,GA,31.071563,-82.65232,316
32004,FL,29.937673,-81.420603,320
32578,FL,30.500901,-86.45335,325
36601,AL,30.701142,-88.103184,366
46867,IN,41.093763,-85.070713,468
53593,WI,42.988593,-89.55543,535
54903,WI,44.06858,-88.644873,549
55019,MN,44.415567,-93.23269,550
48460,MI,43.131102,-83.98443,484
48744,MI,43.34896,-83.35883,487
49667,MI,44.335387,-84.91649,496
52731,IA,41.963196,-90.47705,527
52801,IA,41.522832,-90.57503,528
30305,GA,33.830054,-84.38472,303
15320,PA,39.883336,-79.98393,153
16850,PA,40.989115,-78.422403,168
2917,RI,41.894499,-71.51646,291
7978,NJ,40.642491,-74.639597,797
10175,NY,40.754305,-73.979782,101
26137,WV,38.991483,-81.06772,261
29122,SC,34.242848,-81.32649,291
29923,SC,32.866195,-81.24215,299
30142,GA,34.242944,-84.458326,301
12755,NY,44.842975,-73.973533,127
27591,NC,35.781595,-78.37287,275
17772,PA,41.104021,-76.73831,177
19009,PA,40.139539,-75.06716,190
19017,PA,39.883911,-75.466949,190
19082,PA,39.958512,-75.26856,190
75261,TX,32.767268,-96.777626,752
76460,TX,33.332336,-98.48413,764
76656,TX,31.185062,-97.04389,766
77483,TX,28.83088,-95.93391,774
65032,MO,38.351597,-92.3956,650
14777,NY,42.385744,-78.23754,147
15028,PA,40.297336,-79.80192,150
15055,PA,40.304019,-80.12246,150
17309,PA,39.871433,-76.44796,173
3447,NH,42.754744,-72.14838,344
5047,VT,43.672103,-72.355539,504
5663,VT,44.141056,-72.66443,566
5801,VT,43.898246,-72.183633,580
23235,VA,37.522514,-77.56565,232
74850,OK,35.104311,-96.09067,748
75039,TX,32.876474,-96.94129,750
76873,TX,31.51161,-99.37166,768
77340,TX,30.680641,-95.50776,773
77375,TX,30.073775,-95.61882,773
83206,ID,42.639474,-112.313836,832
84334,UT,41.791414,-112.14671,843
85220,AZ,33.416083,-111.5762,852
88012,NM,32.417871,-106.6977,880
90272,CA,34.050505,-118.53374,902
98367,WA,47.470971,-122.66335,983
93305,CA,35.387058,-118.98647,933
94280,CA,38.377411,-121.444429,942
94930,CA,37.98779,-122.59962,949
94972,CA,38.335515,-122.9392,949
92124,CA,32.822815,-117.09844,921
49029,MI,42.142445,-85.09728,490
25118,WV,38.135059,-81.30312,251
26288,WV,38.484777,-80.38023,262
13329,NY,43.11545,-74.74379,133
1701,MA,42.318695,-71.42344,170
29560,SC,33.859815,-79.7542,295
27157,NC,36.027482,-80.20728,271
41839,KY,37.420362,-82.87543,418
65463,MO,37.84762,-92.7831,654
67637,KS,38.933306,-99.60135,676
59873,MT,47.710209,-115.23463,598
61257,IL,41.590161,-90.20392,612
61449,IL,41.098764,-89.97361,614
37731,TN,36.531811,-83.03714,377
98249,WA,48.029176,-122.54222,982
98624,WA,46.312541,-124.02968,986
95903,CA,39.125997,-121.36637,959
97236,OR,45.474722,-122.50997,972
67345,KS,37.37477,-96.19019,673
71163,LA,32.607556,-93.75256,711
78521,TX,25.918758,-97.42739,785
79097,TX,35.432364,-101.16687,790
91395,CA,33.786594,-118.298662,913
94010,CA,37.574936,-122.36332,940
94252,CA,38.377411,-121.444429,942
75152,TX,32.425222,-96.68103,751
84312,UT,41.76645,-112.15829,843
85644,AZ,32.30069,-109.878211,856
88255,NM,32.74209,-103.96139,882
89506,NV,39.659801,-119.87918,895
89834,NV,41.328852,-116.12251,898
90407,CA,33.786594,-118.298662,904
46896,IN,41.093763,-85.070713,468
47041,IN,39.240684,-85.08587,470
47368,IN,40.187403,-85.20421,473
40313,KY,38.156248,-83.41586,403
41826,KY,37.164562,-82.93047,418
38820,MS,34.171543,-89.032791,388
62524,IL,39.853981,-88.981511,625
62984,IL,37.712847,-88.16553,629
56265,MN,44.985313,-95.7066,562
51520,IA,41.952624,-95.45818,515
52540,IA,41.153462,-91.82082,525
54173,WI,44.640367,-88.03732,541
54774,WI,45.07413,-91.294397,547
48830,MI,43.362879,-84.83662,488
3749,NH,43.579573,-72.08541,374
4646,ME,44.258201,-68.2277,464
5001,VT,43.662892,-72.36825,500
5825,VT,44.863351,-72.26649,582
7676,NJ,40.989508,-74.061302,767
15451,PA,39.737104,-79.83613,154
24219,VA,36.851953,-82.77056,242
25109,WV,38.526637,-81.85738,251
8318,NJ,39.553504,-75.16843,831
8871,NJ,40.430006,-74.417344,887
10279,NY,40.713062,-74.00857,102
10914,NY,41.464867,-74.255646,109
20610,MD,38.444727,-76.533026,206
22957,VA,38.221405,-78.19026,229
27629,NC,35.817497,-78.552388,276
27841,NC,35.908558,-77.27835,278
28278,NC,35.119012,-81.02213,282
18109,PA,40.693376,-75.471156,181
28729,NC,35.311112,-82.60288,287
29565,SC,34.340797,-79.45893,295
12422,NY,42.390291,-74.20164,124
78385,TX,27.17914,-97.82511,783
78390,TX,27.977641,-97.37032,783
78406,TX,27.776304,-97.51253,784
78612,TX,30.130116,-97.49055,786
51461,IA,42.172338,-95.44924,514
52562,IA,41.26457,-92.24888,525
53816,WI,42.996023,-90.85263,538
55413,MN,44.997665,-93.24927,554
58538,ND,46.062798,-100.72114,585
59432,MT,48.177132,-112.61804,594
60670,IL,41.811929,-87.68732,606
66743,KS,37.506616,-94.86078,667
68366,NE,40.974167,-96.43555,683
71220,LA,32.814969,-91.90678,712
57448,SD,45.593008,-99.44937,574
72205,AR,34.752391,-92.3355,722
49682,MI,44.993085,-85.63635,496
50590,IA,43.392985,-94.31496,505
53110,WI,42.948416,-87.86101,531
53542,WI,42.632325,-89.15942,535
54836,WI,46.449996,-92.21831,548
55365,MN,45.200875,-93.888099,553
56482,MN,46.447659,-95.14289,564
42717,KY,36.765985,-85.39971,427
45503,OH,39.94831,-83.78205,455
38486,TN,35.164749,-87.54145,384
38553,TN,36.209271,-85.00757,385
38876,MS,34.22634,-88.23179,388
39194,MS,32.855811,-90.4497,391
30701,GA,34.4966,-84.93798,307
31081,GA,32.419094,-84.28475,310
32351,FL,30.573563,-84.6147,323
33483,FL,26.465051,-80.06517,334
34639,FL,28.233671,-82.45463,346
34777,FL,28.541579,-81.605846,347
36352,AL,31.262955,-85.60789,363
46855,IN,41.093763,-85.070713,468
36475,AL,31.410205,-87.22474,364
38327,TN,35.225753,-88.30456,383
17105,PA,40.278498,-76.875207,171
19031,PA,40.107743,-75.21334,190
19056,PA,40.151509,-74.88576,190
6152,CT,41.791776,-72.718832,615
6920,CT,41.308873,-73.363661,692
28071,NC,35.513974,-80.32779,280
29071,SC,33.925183,-81.248345,290
10155,NY,40.761104,-73.968036,101
11217,NY,40.68209,-73.97783,112
11588,NY,40.754757,-73.601772,115
12071,NY,42.565907,-74.41457,120
12257,NY,42.614852,-73.970812,122
22320,VA,38.804413,-77.046699,223
24363,VA,36.597486,-81.37604,243
24477,VA,38.01473,-79.02733,244
20522,DC,38.893217,-77.048957,205
21536,MD,39.675393,-79.17045,215
25865,WV,37.737104,-81.32536,258
14525,NY,42.876222,-78.00056,145
97443,OR,43.242312,-123.03325,974
92871,CA,33.640302,-117.769442,928
94117,CA,37.770937,-122.44276,941
99511,AK,61.068324,-149.800476,995
88118,NM,34.215025,-103.61576,881
90267,CA,33.786594,-118.298662,902
1834,MA,42.750691,-71.02487,183
4966,ME,44.840352,-70.37235,496
61483,IL,41.09638,-89.86649,614
61747,IL,40.422027,-89.42614,617
63753,MO,37.212218,-90.13105,637
79041,TX,34.043076,-101.89695,790
79503,TX,32.882154,-99.69298,795
79943,TX,31.694842,-106.299987,799
81005,CO,38.235865,-104.66972,810
70032,LA,29.958802,-89.99902,700
70422,LA,30.723034,-90.52108,704
72140,AR,34.383661,-91.15428,721
81240,CO,38.439499,-105.02111,812
85754,AZ,31.970131,-111.890713,857
59755,MT,45.296409,-111.94237,597
67133,KS,37.573226,-97.12421,671
68812,NE,40.887707,-99.2839,688
68927,NE,40.534445,-99.61498,689
65690,MO,36.58466,-91.30687,656
74353,OK,36.292495,-95.222792,743
75409,TX,33.356094,-96.51907,754
77562,TX,29.81953,-95.05298,775
53963,WI,43.633781,-88.7351,539
54858,WI,45.52624,-92.46971,548
37801,TN,35.709071,-84.05015,378
39746,MS,33.743856,-88.42703,397
47012,IN,39.43115,-84.99568,470
59523,MT,48.485856,-109.17406,595
60171,IL,41.92583,-87.84013,601
57369,SD,43.435193,-98.89387,573
50062,IA,41.23022,-93.23904,500
34268,FL,27.158612,-81.88324,342
35482,AL,33.306606,-87.453224,354
3857,NH,43.072738,-70.94336,385
7103,NJ,40.738501,-74.19507,710
14059,NY,42.834159,-78.64246,140
14151,NY,42.768413,-78.887094,141
14209,NY,42.913257,-78.86612,142
14417,NY,42.834813,-77.715406,144
15686,PA,40.608969,-79.42092,156
15756,PA,40.570149,-79.29689,157
17061,PA,40.550027,-76.93743,170
28537,NC,35.259895,-76.55591,285
10573,NY,41.010376,-73.67326,105
29417,SC,32.84885,-79.85773,294
20774,MD,38.892456,-76.80685,207
12128,NY,42.724978,-73.764296,121
19312,PA,40.037958,-75.44986,193
27208,NC,35.559258,-79.54591,272
27839,NC,36.310967,-77.57821,278
27875,NC,35.481914,-76.44693,278
81030,CO,38.107901,-103.51113,810
82524,WY,42.998588,-108.57191,825
83857,ID,46.871275,-116.82431,838
84403,UT,41.188093,-111.94608,844
62501,IL,39.984292,-88.81584,625
62890,IL,37.913984,-88.74922,628
62905,IL,37.571235,-89.33462,629
64139,MO,38.959277,-94.40868,641
64766,MO,37.501451,-94.345591,647
72764,AR,36.182407,-94.1082,727
72956,AR,35.456536,-94.34581,729
73101,OK,35.491608,-97.562817,731
74117,OK,36.235961,-95.88514,741
74848,OK,35.088636,-96.38778,748
76466,TX,32.428128,-98.74853,764
36606,AL,30.674057,-88.10249,366
77428,TX,28.718954,-96.16969,774
24571,VA,37.133274,-79.37324,245
67146,KS,37.395382,-97.10432,671
19423,PA,40.21735,-75.364973,194
79604,TX,32.428796,-99.795167,796
44455,OH,40.787331,-80.61034,444
98072,WA,47.758786,-122.10205,980
98584,WA,47.224044,-123.10538,985
99565,AK,56.307535,-158.53502,995
95562,CA,40.494813,-124.11637,955
96812,HI,24.859832,-168.021815,968
97078,OR,45.451976,-122.789257,970
97111,OR,45.287751,-123.19334,971
61337,IL,41.427282,-89.36622,613
62310,IL,40.416145,-91.205805,623
41539,KY,37.504315,-82.32797,415
43523,OH,41.341081,-84.000532,435
44211,OH,41.169816,-81.312416,442
16655,PA,40.235,-78.53545,166
45013,OH,39.409188,-84.60321,450
49739,MI,44.682996,-84.610441,497
24612,VA,37.091572,-81.84119,246
24866,WV,37.265686,-81.6155,248
19801,DE,39.738563,-75.54833,198
22581,VA,38.121793,-76.79025,225
24739,WV,37.336554,-80.95523,247
29010,SC,34.213582,-80.26083,290
11003,NY,40.700529,-73.70223,110
29425,SC,32.786176,-79.94711,294
17936,PA,40.750943,-76.33944,179
17945,PA,40.777606,-76.37371,179
49002,MI,42.210792,-85.55958,490
77249,TX,29.83399,-95.434241,772
37383,TN,35.180503,-85.903522,373
66221,KS,38.865825,-94.71231,662
25856,WV,37.653792,-81.18833,258
87723,NM,36.045092,-105.3833,877
27127,NC,36.039398,-80.26171,271
71416,LA,31.541077,-92.89842,714
46268,IN,39.897548,-86.22546,462
93030,CA,34.21707,-119.1769,930
32459,FL,30.361248,-86.18759,324
51603,IA,40.738309,-95.149305,516
15857,PA,41.4376,-78.54272,158
70087,LA,29.962601,-90.30965,700
59217,MT,47.577478,-104.25806,592
71602,AR,34.261359,-92.09592,716
59824,MT,47.425832,-114.17894,598
47713,IN,37.962542,-87.55796,477
88350,NM,32.629637,-105.68663,883
49335,MI,42.739942,-85.66543,493
75060,TX,32.80268,-96.95499,750
75117,TX,32.696777,-95.86881,751
75211,TX,32.736931,-96.88253,752
75561,TX,33.480224,-94.2648,755
75760,TX,31.817889,-94.8631,757
76465,TX,32.215275,-98.207997,764
80465,CO,39.620748,-105.18121,804
81023,CO,38.069421,-104.95609,810
81527,CO,38.833235,-108.58155,815
89025,NV,36.674946,-114.66488,890
92256,CA,34.066626,-116.55951,922
92286,CA,34.180251,-116.350003,922
99147,WA,47.60894,-118.399551,991
65680,MO,36.660582,-93.01608,656
67488,KS,39.188023,-97.435986,674
69190,NE,41.615307,-102.331762,691
29170,SC,33.943251,-81.14142,291
30805,GA,33.297318,-82.21503,308
7945,NJ,40.782767,-74.59529,794
39363,MS,32.134826,-88.78589,393
62540,IL,39.58755,-89.41265,625
71050,LA,32.117539,-93.913834,710
20121,VA,38.82571,-77.43964,201
22827,VA,38.404364,-78.62907,228
3837,NH,43.435913,-71.32971,383
7305,NJ,40.701302,-74.08843,730
15951,PA,40.338615,-78.776137,159
19193,PA,40.001811,-75.11787,191
19366,PA,39.983153,-75.748055,193
80306,CO,40.102219,-105.384694,803
81120,CO,37.086403,-106.08325,811
83115,WY,42.926318,-110.18889,831
83525,ID,45.920694,-115.25273,835
91330,CA,33.786594,-118.298662,913
92030,CA,33.016928,-116.846046,920
93202,CA,36.311439,-119.70823,932
84766,UT,38.568765,-112.35173,847
88114,NM,33.526887,-103.32392,881
88512,TX,31.694842,-106.299987,885
97827,OR,45.564451,-117.88306,978
98920,WA,46.56451,-120.694658,989
97125,OR,45.662196,-123.22518,971
97302,OR,44.906492,-123.05129,973
79944,TX,31.694842,-106.299987,799
52245,IA,41.662083,-91.50834,522
54805,WI,45.418325,-92.02914,548
65281,MO,39.461414,-92.80488,652
67112,KS,37.442074,-98.41625,671
59440,MT,47.696452,-111.15265,594
59710,MT,45.125532,-112.12007,597
61639,IL,40.709837,-89.563646,616
48453,MI,43.336126,-83.03213,484
48632,MI,43.864435,-85.00864,486
48727,MI,43.314176,-83.18115,487
6830,CT,41.03073,-73.62985,683
7544,NJ,41.011428,-74.304793,754
1860,MA,42.834246,-71.00207,186
4635,ME,44.124476,-68.34995,463
8214,NJ,39.056521,-74.816619,821
10911,NY,41.160945,-74.060826,109
11355,NY,40.749463,-73.81941,113
23038,VA,37.758949,-78.14009,230
23357,VA,37.754497,-75.67974,233
791,PR,18.147257,-65.82269,791
29634,SC,34.847372,-82.710126,296
29940,SC,32.566537,-80.74987,299
11577,NY,40.785642,-73.64006,115
26757,WV,39.321688,-78.74815,267
27572,NC,36.238956,-78.88293,275
27584,NC,36.528939,-78.44504,275
28422,NC,34.006479,-78.19035,284
46012,IN,40.132892,-85.65097,460
47118,IN,38.311323,-86.47439,471
40391,KY,37.98223,-84.17023,403
41228,KY,37.752473,-82.87484,412
51453,IA,42.27586,-94.54041,514
54107,WI,44.710588,-88.45159,541
54171,WI,44.718335,-88.10117,541
54303,WI,44.530892,-88.04482,543
36474,AL,31.416059,-86.61397,364
56593,MN,46.821648,-95.391968,565
57262,SD,45.667565,-97.04528,572
35172,AL,33.823416,-86.71537,351
50173,IA,41.980296,-92.711,501
47944,IN,40.617152,-87.32659,479
49228,MI,41.821595,-83.87435,492
49264,MI,42.443387,-84.56022,492
46767,IN,41.464213,-85.59288,467
56313,MN,45.785883,-93.55343,563
57580,SD,43.289115,-99.97143,575
41837,KY,37.135518,-82.74606,418
49872,MI,45.987113,-87.0742,498
50256,IA,41.277693,-92.903,502
51248,IA,43.189668,-95.65409,512
35014,AL,33.35596,-86.2772,350
35631,AL,34.869964,-87.706859,356
4769,ME,46.679321,-68.00216,476
7189,NJ,40.79185,-74.245241,718
7653,NJ,40.948054,-74.083231,765
7739,NJ,40.33517,-74.04059,773
93555,CA,35.599177,-117.68065,935
96003,CA,40.641389,-122.34206,960
96824,HI,24.859832,-168.021815,968
97402,OR,44.062231,-123.16804,974
99006,WA,47.966471,-117.48145,990
83332,ID,42.811892,-114.9251,833
83731,ID,43.459855,-116.243984,837
77805,TX,30.65212,-96.341012,778
78101,TX,29.326804,-98.21887,781
94575,CA,37.777208,-121.955399,945
78209,TX,29.48618,-98.4568,782
78560,TX,26.244317,-98.49574,785
92822,CA,33.640302,-117.769442,928
70896,LA,30.51589,-91.080373,708
71044,LA,32.983957,-93.89254,710
13365,NY,43.053176,-74.84685,133
13807,NY,42.606209,-74.97261,138
14510,NY,42.692608,-77.87663,145
14607,NY,43.149863,-77.58962,146
8234,NJ,39.398172,-74.59667,823
12429,NY,41.816628,-73.97824,124
12457,NY,42.038539,-74.23905,124
2780,MA,41.904888,-71.10288,278
7737,NJ,40.416772,-74.06058,773
15674,PA,40.2071,-79.49619,156
1339,MA,42.626858,-72.87939,133
27879,NC,35.567478,-77.280169,278
49051,MI,42.184303,-85.24228,490
49111,MI,42.022092,-86.29071,491
49262,MI,41.963683,-84.46824,492
15675,PA,40.330326,-79.64061,156
16001,PA,40.877664,-79.9113,160
16025,PA,40.947245,-79.75428,160
16657,PA,40.341859,-78.1723,166
17728,PA,41.318934,-77.08211,177
5359,VT,43.149377,-72.72492,535
12986,NY,44.220344,-74.46299,129
22718,VA,38.493501,-77.82067,227
24040,VA,37.274175,-79.95786,240
4478,ME,45.704599,-69.80879,447
13628,NY,43.885519,-75.798319,136
15379,PA,40.240402,-80.42414,153
21084,MD,39.610405,-76.45569,210
24842,WV,37.444465,-81.59684,248
24958,WV,37.975595,-80.426874,249
25984,WV,37.981358,-80.66798,259
85257,AZ,33.467347,-111.91741,852
85618,AZ,32.70874,-110.63925,856
77583,TX,29.429256,-95.45332,775
77903,TX,28.794935,-96.974119,779
59853,MT,48.017227,-115.81962,598
18325,PA,41.205738,-75.24344,183
25332,WV,38.296818,-81.554655,253
25413,WV,39.323628,-78.04157,254
25857,WV,37.625307,-81.25093,258
26641,WV,38.690755,-80.90285,266
5736,VT,43.602211,-73.01298,573
8533,NJ,40.075185,-74.48433,853
10576,NY,41.212954,-73.58409,105
11581,NY,40.651733,-73.71079,115
28660,NC,35.970599,-80.86439,286
29016,SC,34.200042,-80.98653,290
23866,VA,36.907991,-76.89025,238
34201,FL,27.400627,-82.47104,342
35237,AL,33.544622,-86.929208,352
37033,TN,35.76714,-87.49418,370
25033,WV,38.61324,-81.95406,250
26160,WV,38.971224,-81.40218,261
26162,WV,39.576419,-80.77211,261
43046,OH,39.900063,-82.53696,430
39465,MS,31.358823,-89.2279,394
46226,IN,39.83729,-86.05378,462
29851,SC,33.530409,-81.81743,298
29931,SC,32.538432,-80.702594,299
26739,WV,39.248761,-79.23785,267
32811,FL,28.52493,-81.43994,328
33681,FL,27.871964,-82.438841,336
97462,OR,43.443648,-123.36727,974
80132,CO,39.098692,-104.8684,801
84041,UT,41.07221,-111.97625,840
76388,TX,33.336436,-99.64257,763
76705,TX,31.609834,-97.08821,767
77485,TX,29.632221,-96.07144,774
95228,CA,37.942532,-120.65786,952
79222,TX,34.529678,-100.207642,792
91107,CA,34.151066,-118.08974,911
62480,IL,38.994595,-88.00464,624
62531,IL,39.66363,-89.39224,625
56521,MN,47.015728,-95.87008,565
58627,ND,47.219032,-103.23327,586
66724,KS,37.347065,-94.82665,667
68374,NE,40.211775,-96.64233,683
61729,IL,40.619306,-89.22353,617
20737,MD,38.96146,-76.92056,207
79088,TX,34.541042,-101.72921,790
79601,TX,32.500532,-99.69803,796
66407,KS,39.207942,-96.18665,664
66419,KS,39.377827,-95.60496,664
66968,KS,39.815522,-97.06111,669
67850,KS,38.591591,-100.62302,678
68735,NE,42.189511,-98.42285,687
75562,TX,32.941359,-94.25152,755
71208,LA,32.496764,-92.075615,712
71998,AR,34.055486,-93.189406,719
63370,MO,39.085749,-91.2243,633
63935,MO,36.624115,-90.8615,639
80652,CO,40.095142,-104.28784,806
82842,WY,44.576978,-106.9081,828
57437,SD,45.796151,-99.62497,574
90266,CA,33.88898,-118.40535,902
91359,CA,34.032383,-119.1343,913
92201,CA,33.715271,-116.235,922
93716,CA,36.746375,-119.639658,937
98252,WA,48.070852,-121.82242,982
95654,CA,38.463282,-120.550021,956
97219,OR,45.45867,-122.70611,972
97331,OR,44.565648,-123.27906,973
50108,IA,40.834902,-93.95414,501
50381,IA,41.672687,-93.572173,503
67431,KS,38.959448,-97.01425,674
68802,NE,40.872457,-98.50213,688
66282,KS,38.899901,-94.831991,662
66833,KS,38.672825,-96.16385,668
60163,IL,41.886794,-87.91052,601
99765,AK,64.730035,-158.11178,997
16051,PA,40.953141,-80.14799,160
16250,PA,40.776212,-79.23196,162
18622,PA,41.2044,-76.27211,186
18847,PA,41.944334,-75.57241,188
8078,NJ,39.850013,-75.0767,807
67490,KS,38.817788,-98.44972,674
68629,NE,41.70879,-97.12748,686
68871,NE,41.121028,-98.82619,688
71137,LA,32.607556,-93.75256,711
72017,AR,34.864607,-91.40408,720
62481,IL,39.122158,-88.01982,624
77298,TX,29.83399,-95.434241,772
78461,TX,27.777,-97.463213,784
58281,ND,48.855352,-98.6171,582
60601,IL,41.886456,-87.62325,606
72445,AR,35.972767,-91.02349,724
72449,AR,36.167303,-90.81515,724
72830,AR,35.490105,-93.4851,728
73759,OK,36.832446,-97.72414,737
80648,CO,40.746862,-104.76208,806
80913,CO,38.743871,-104.76387,809
81401,CO,38.436409,-107.8625,814
71251,LA,32.229884,-92.69763,712
71711,AR,33.589009,-92.842649,717
71772,AR,33.832537,-93.1238,717
79548,TX,33.067644,-99.94686,795
65535,MO,38.091816,-91.29375,655
66537,KS,38.771467,-95.72799,665
62527,IL,39.853981,-88.981511,625
72125,AR,35.056424,-92.79432,721
74328,OK,36.260756,-94.69267,743
76063,TX,32.57701,-97.13485,760
88535,TX,31.694842,-106.299987,885
89013,NV,37.571495,-117.31507,890
91182,CA,33.786594,-118.298662,911
92101,CA,32.719601,-117.16246,921
95973,CA,39.793465,-121.87946,959
97309,OR,44.984465,-122.457024,973
3431,NH,42.946418,-72.28616,343
5040,VT,44.070771,-72.21275,504
5677,VT,44.375144,-72.71362,567
1863,MA,42.634199,-71.39322,186
2035,MA,42.061427,-71.24232,203
2327,MA,42.040708,-70.827245,232
53020,WI,43.85255,-88.01085,530
54143,WI,45.092448,-87.64929,541
36901,AL,32.451618,-88.131,369
47146,IN,38.298486,-85.896961,471
21651,MD,39.254014,-75.86239,216
23407,VA,37.848467,-75.55559,234
53534,WI,42.841688,-89.07223,535
54101,WI,44.788898,-88.04535,541
49255,MI,41.776287,-84.8376,492
56371,MN,45.432316,-94.63552,563
72176,AR,35.008529,-91.92244,721
49431,MI,43.967306,-86.43044,494
70459,LA,30.42551,-89.881256,704
70803,LA,30.405002,-91.186834,708
71066,LA,31.874172,-93.19719,710
31012,GA,32.396381,-83.16892,310
31622,GA,31.379665,-83.21803,316
32359,FL,29.673459,-83.38416,323
33567,FL,27.982949,-82.14539,335
38542,TN,36.323957,-85.20787,385
43938,OH,40.318569,-80.64172,439
36040,AL,32.182677,-86.66877,360
26438,WV,39.346726,-80.31889,264
27876,NC,36.487125,-77.43618,278
27935,NC,36.440867,-76.86007,279
28032,NC,35.239702,-81.07753,280
41006,KY,38.796981,-84.33792,410
26133,WV,39.122989,-81.68365,261
24966,WV,38.059474,-80.35569,249
6440,CT,41.308873,-73.363661,644
53716,WI,43.065621,-89.32085,537
59214,MT,47.274624,-105.84727,592
85278,AZ,32.983653,-111.326045,852
74859,OK,35.44116,-96.30798,748
13431,NY,43.21574,-75.08534,134
77414,TX,28.945269,-95.9357,774
79160,TX,35.401475,-101.895089,791
77951,TX,28.642875,-96.89172,779
49740,MI,45.502308,-84.99025,497
78238,TX,29.479874,-98.61509,782
50122,IA,42.30884,-93.31162,501
79227,TX,33.929907,-99.74194,792
27807,NC,35.797988,-78.10641,278
59866,MT,47.3245,-115.13788,598
4275,ME,44.727073,-70.6478,427
63556,MO,40.184189,-93.12043,635
5149,VT,43.416827,-72.70416,514
7028,NJ,40.80495,-74.2047,702
88113,NM,33.843464,-103.10002,881
74748,OK,34.163069,-96.47772,747
75411,TX,33.86751,-95.60594,754
72173,AR,35.102318,-92.22148,721
72462,AR,36.362896,-90.75676,724
73002,OK,34.936221,-97.74453,730
73565,OK,34.008894,-97.93581,735
74055,OK,36.278298,-95.8305,740
83283,ID,42.344123,-111.67297,832
13674,NY,43.73345,-76.054313,136
14649,NY,43.286024,-77.684264,146
14824,NY,42.265328,-76.71263,148
15548,PA,40.101106,-78.938653,155
17268,PA,39.766281,-77.57241,172
32409,FL,30.330553,-85.65413,324
33445,FL,26.459571,-80.10582,334
24245,VA,36.844539,-82.49147,242
24343,VA,36.750353,-80.68706,243
20330,DC,38.893311,-77.014647,203
8904,NJ,40.500254,-74.4257,890
29542,SC,34.425629,-79.352291,295
29593,SC,34.492154,-79.87045,295
12420,NY,41.674288,-74.37833,124
12873,NY,43.11595,-73.31852,128
54519,WI,46.040996,-89.28591,545
54934,WI,44.00443,-88.84108,549
55764,MN,47.319362,-93.30077,557
37412,TN,34.996674,-85.23748,374
37829,TN,35.98291,-84.60149,378
38054,TN,35.334132,-89.870636,380
16603,PA,40.50177,-78.410035,166
10108,NY,40.780751,-73.977182,101
13492,NY,43.11627,-75.31182,134
