SKU,Category,New.Category,EDC.Available
10567751,Disco,Seasonal,0
10809939,Disco,Seasonal,0
10401544,Disco,Seasonal,0
10549136,Disco,Seasonal,0
10567755,Disco,Seasonal,0
10549139,Disco,Seasonal,0
10549134,Disco,Seasonal,0
10530241,Disco,Seasonal,0
10549119,Disco,Seasonal,0
10549564,Disco,Seasonal,0
10437305,Disco,Seasonal,0
10591222,Disco,Seasonal,0
10031871,Disco,Seasonal,0
10567741,Disco,Seasonal,0
10545487,Disco,Seasonal,0
10404865,Disco,Seasonal,0
10033521,Disco,Seasonal,0
10539183,Disco,Seasonal,0
10549152,Disco,Seasonal,0
10493001,Disco,Seasonal,0
10546891,Disco,Seasonal,0
10514401,Disco,Seasonal,0
10549369,Disco,Seasonal,0
10161946,Disco,Seasonal,0
10291356,Disco,Seasonal,0
10314174,Disco,Seasonal,0
10277953,Disco,Seasonal,0
10539212,Disco,Seasonal,0
10495882,Disco,Seasonal,0
10545473,Disco,Seasonal,0
10507698,Disco,Seasonal,0
10402714,Disco,Seasonal,0
10567736,Disco,Seasonal,0
10377532,Disco,Seasonal,0
10549728,Disco,Seasonal,0
10549163,Disco,Seasonal,0
10568522,Disco,Seasonal,0
10549195,Disco,Seasonal,0
10549193,Disco,Seasonal,0
10568516,Disco,Seasonal,0
10549179,Disco,Seasonal,0
10569239,Disco,Seasonal,0
10547699,Disco,Seasonal,0
10547607,Disco,Seasonal,0
10359573,Disco,Seasonal,0
10572485,Disco,Seasonal,0
10569233,Disco,Seasonal,0
10415152,Disco,Seasonal,0
10506614,Disco,Seasonal,0
10490454,Disco,Seasonal,0
10549168,Disco,Seasonal,0
10522454,Disco,Seasonal,0
10567743,Disco,Seasonal,0
10063508,Disco,Seasonal,0
10549176,Disco,Seasonal,0
10514407,Disco,Seasonal,0
10267795,Disco,Seasonal,0
10549157,Disco,Seasonal,0
10542563,Disco,Seasonal,0
10569245,Disco,Seasonal,0
10503033,Disco,Seasonal,0
10539219,Disco,Seasonal,0
10519849,Disco,Seasonal,0
10366747,Disco,Seasonal,0
10547891,Disco,Seasonal,0
10568517,Disco,Seasonal,0
10534300,Disco,Seasonal,0
10116477,Disco,Seasonal,0
10569238,Disco,Seasonal,0
10469903,Disco,Seasonal,0
10039672,Disco,Seasonal,0
10567739,Disco,Seasonal,0
10477892,Disco,Seasonal,0
10460983,Disco,Seasonal,0
10549194,Disco,Seasonal,0
10267438,Disco,Seasonal,0
10355583,Disco,Seasonal,0
10100878,Disco,Seasonal,0
10503029,Disco,Seasonal,0
10468184,Disco,Seasonal,0
10546887,Disco,Seasonal,0
10549180,Disco,Seasonal,0
10568523,Disco,Seasonal,0
10477527,Disco,Seasonal,0
10232907,Disco,Seasonal,0
10432847,Disco,Seasonal,0
10542861,Disco,Seasonal,0
10538432,Disco,Seasonal,0
10569241,Disco,Seasonal,0
10358010,Disco,Seasonal,0
10552138,Disco,Seasonal,0
10455693,Disco,Seasonal,0
10539185,Disco,Seasonal,0
10503010,Disco,Seasonal,0
10484188,Disco,Seasonal,0
10458471,Disco,Seasonal,0
10567756,Disco,Seasonal,0
10539206,Disco,Seasonal,0
10809962,Disco,Seasonal,0
10396859,Disco,Seasonal,0
10151753,Disco,Seasonal,0
10484191,Disco,Seasonal,0
10455689,Disco,Seasonal,0
10100877,Disco,Seasonal,0
10161945,Disco,Seasonal,0
10502763,Disco,Seasonal,0
10513261,Disco,Seasonal,0
10539261,Disco,Seasonal,0
10549518,Disco,Seasonal,0
10569248,Disco,Seasonal,0
10503034,Disco,Seasonal,0
10463835,Disco,Seasonal,0
10512693,Disco,Seasonal,0
10503036,Disco,Seasonal,0
10593762,Disco,Seasonal,0
10507475,Disco,Seasonal,0
10549144,Disco,Seasonal,0
10552137,Disco,Seasonal,0
10227870,Disco,Seasonal,0
10480878,Disco,Seasonal,0
10422058,Disco,Seasonal,0
10539270,Disco,Seasonal,0
10547696,Disco,Seasonal,0
10549582,Disco,Seasonal,0
10415154,Disco,Seasonal,0
10458920,Disco,Seasonal,0
10549731,Disco,Seasonal,0
10549156,Disco,Seasonal,0
10544337,Disco,Seasonal,0
10484190,Disco,Seasonal,0
10552139,Disco,Seasonal,0
10514415,Disco,Seasonal,0
10546888,Disco,Seasonal,0
10567376,Disco,Seasonal,0
10063512,Disco,Seasonal,0
10216230,Disco,Seasonal,0
10227867,Disco,Seasonal,0
10158451,Disco,Seasonal,0
10506624,Disco,Seasonal,0
10473206,Disco,Seasonal,0
10539285,Disco,Seasonal,0
10597055,Disco,Seasonal,0
10566825,Disco,Seasonal,0
10233457,Disco,Seasonal,0
10593748,Disco,Seasonal,0
10291153,Disco,Seasonal,0
10542862,Disco,Seasonal,0
10441351,Disco,Seasonal,0
10549192,Disco,Seasonal,0
10455688,Disco,Seasonal,0
10572511,Disco,Seasonal,0
10482365,Disco,Seasonal,0
10513597,Disco,Seasonal,0
10082082,Disco,Seasonal,0
10542863,Disco,Seasonal,0
10559318,Disco,Seasonal,0
10569236,Disco,Seasonal,0
10480884,Disco,Seasonal,0
10454774,Disco,Seasonal,0
10567759,Disco,Seasonal,0
10411256,Disco,Seasonal,0
10227873,Disco,Seasonal,0
10192804,Disco,Seasonal,0
10498608,Disco,Seasonal,0
10410857,Disco,Seasonal,0
10404800,Disco,Seasonal,0
10268477,Disco,Seasonal,0
10455690,Disco,Seasonal,0
10519859,Disco,Seasonal,0
10482367,Disco,Seasonal,0
10569237,Disco,Seasonal,0
10513256,Disco,Seasonal,0
10295489,Disco,Seasonal,0
10132015,Disco,Seasonal,0
10568519,Disco,Seasonal,0
10477893,Disco,Seasonal,0
10254713,Disco,Seasonal,0
10549177,Disco,Seasonal,0
10430110,Disco,Seasonal,0
10503163,Disco,Seasonal,0
10477322,Disco,Seasonal,0
10478147,Disco,Seasonal,0
10503169,Disco,Seasonal,0
10519296,Disco,Seasonal,0
10484189,Disco,Seasonal,0
10549542,Disco,Seasonal,0
10339268,Disco,Seasonal,0
10185315,Disco,Seasonal,0
10394146,Disco,Seasonal,0
10140570,Disco,Seasonal,0
10547693,Disco,Seasonal,0
10429932,Disco,Seasonal,0
10289433,Disco,Seasonal,0
10315297,Disco,Seasonal,0
10386083,Disco,Seasonal,0
10322839,Disco,Seasonal,0
10388332,Disco,Seasonal,0
10524447,Disco,Seasonal,0
10411266,Disco,Seasonal,0
10459605,Disco,Seasonal,0
10503164,Disco,Seasonal,0
10431039,Disco,Seasonal,0
10498879,Disco,Seasonal,0
10346153,Disco,Seasonal,0
10463836,Disco,Seasonal,0
10430105,Disco,Seasonal,0
10158453,Disco,Seasonal,0
10503162,Disco,Seasonal,0
10397743,Disco,Seasonal,0
10568528,Disco,Seasonal,0
10498610,Disco,Seasonal,0
10477820,Disco,Seasonal,0
10498875,Disco,Seasonal,0
10516472,Disco,Seasonal,0
10503030,Disco,Seasonal,0
10431056,Disco,Seasonal,0
10569242,Disco,Seasonal,0
10572497,Disco,Seasonal,0
10463830,Disco,Seasonal,0
10503165,Disco,Seasonal,0
10315292,Disco,Seasonal,0
10578678,Disco,Seasonal,0
10537647,Disco,Seasonal,0
10477891,Disco,Seasonal,0
10513736,Disco,Seasonal,0
10545097,Disco,Seasonal,0
10546886,Disco,Seasonal,0
10495710,Disco,Seasonal,0
10579444,Disco,Seasonal,0
10512120,Disco,Seasonal,0
10572493,Disco,Seasonal,0
10569372,Disco,Seasonal,0
10277965,Disco,Seasonal,0
10289435,Disco,Seasonal,0
10509606,Disco,Seasonal,0
10552114,Disco,Seasonal,0
10537633,Disco,Seasonal,0
10579443,Disco,Seasonal,0
10158438,Disco,Seasonal,0
10542858,Disco,Seasonal,0
10129815,Disco,Seasonal,0
10463832,Disco,Seasonal,0
10549583,Disco,Seasonal,0
10455692,Disco,Seasonal,0
10503037,Disco,Seasonal,0
10493015,Disco,Seasonal,0
10516475,Disco,Seasonal,0
10544339,Disco,Seasonal,0
10505700,Disco,Seasonal,0
10158513,Disco,Seasonal,0
10123474,Disco,Seasonal,0
10558296,Disco,Seasonal,0
10498876,Disco,Seasonal,0
10549372,Disco,Seasonal,0
10477948,Disco,Seasonal,0
10309476,Disco,Seasonal,0
10171628,Disco,Seasonal,0
10591973,Disco,Seasonal,0
10552161,Disco,Seasonal,0
10129820,Disco,Seasonal,0
10480422,Disco,Seasonal,0
10569235,Disco,Seasonal,0
10543039,Disco,Seasonal,0
10493019,Disco,Seasonal,0
10558291,Disco,Seasonal,0
10359755,Disco,Seasonal,0
10546723,Disco,Seasonal,0
10519853,Disco,Seasonal,0
10480421,Disco,Seasonal,0
10547892,Disco,Seasonal,0
10486477,Disco,Seasonal,0
10410859,Disco,Seasonal,0
10444373,Disco,Seasonal,0
10468187,Disco,Seasonal,0
10522453,Disco,Seasonal,0
10552093,Disco,Seasonal,0
10524444,Disco,Seasonal,0
10544317,Disco,Seasonal,0
10558292,Disco,Seasonal,0
10507060,Disco,Seasonal,0
10431055,Disco,Seasonal,0
10503035,Disco,Seasonal,0
10410856,Disco,Seasonal,0
10520421,Disco,Seasonal,0
10519856,Disco,Seasonal,0
10411293,Disco,Seasonal,0
10227869,Disco,Seasonal,0
10175526,Disco,Seasonal,0
10531366,Disco,Seasonal,0
10549359,Disco,Seasonal,0
10483803,Disco,Seasonal,0
10259618,Disco,Seasonal,0
10565695,Disco,Seasonal,0
10545468,Disco,Seasonal,0
10459607,Disco,Seasonal,0
10579220,Disco,Seasonal,0
10465097,Disco,Seasonal,0
10486484,Disco,Seasonal,0
10477328,Disco,Seasonal,0
10498877,Disco,Seasonal,0
10358736,Disco,Seasonal,0
10411254,Disco,Seasonal,0
10503039,Disco,Seasonal,0
10502470,Disco,Seasonal,0
10542859,Disco,Seasonal,0
10999216,Disco,Seasonal,0
10524454,Disco,Seasonal,0
10503012,Disco,Seasonal,0
10549166,Disco,Seasonal,0
10542860,Disco,Seasonal,0
10498888,Disco,Seasonal,0
10552087,Disco,Seasonal,0
10552136,Disco,Seasonal,0
10431036,Disco,Seasonal,0
10270754,Disco,Seasonal,0
10498882,Disco,Seasonal,0
10114055,Disco,Seasonal,0
10512024,Disco,Seasonal,0
10558301,Disco,Seasonal,0
10513255,Disco,Seasonal,0
10495713,Disco,Seasonal,0
10158522,Disco,Seasonal,0
10506619,Disco,Seasonal,0
10519857,Disco,Seasonal,0
10503167,Disco,Seasonal,0
10467633,Disco,Seasonal,0
10486487,Disco,Seasonal,0
10591972,Disco,Seasonal,0
10504032,Disco,Seasonal,0
10552092,Disco,Seasonal,0
10520418,Disco,Seasonal,0
10507133,Disco,Seasonal,0
10133615,Disco,Seasonal,0
10572500,Disco,Seasonal,0
10590312,Disco,Seasonal,0
10198230,Disco,Seasonal,0
10377044,Disco,Seasonal,0
10468093,Disco,Seasonal,0
10284192,Disco,Seasonal,0
10366748,Disco,Seasonal,0
10513733,Disco,Seasonal,0
10482366,Disco,Seasonal,0
10477938,Disco,Seasonal,0
10579219,Disco,Seasonal,0
10593758,Disco,Seasonal,0
10407908,Disco,Seasonal,0
10552111,Disco,Seasonal,0
10463828,Disco,Seasonal,0
10547697,Disco,Seasonal,0
10521996,Disco,Seasonal,0
10226736,Disco,Seasonal,0
10292118,Disco,Seasonal,0
10430120,Disco,Seasonal,0
10511715,Disco,Seasonal,0
10498887,Disco,Seasonal,0
10355589,Disco,Seasonal,0
10549360,Disco,Seasonal,0
10389473,Disco,Seasonal,0
10507764,Disco,Seasonal,0
10478402,Disco,Seasonal,0
10542573,Disco,Seasonal,0
10568978,Disco,Seasonal,0
10416895,Disco,Seasonal,0
10549355,Disco,Seasonal,0
10579222,Disco,Seasonal,0
10552085,Disco,Seasonal,0
10477325,Disco,Seasonal,0
10545098,Disco,Seasonal,0
10478404,Disco,Seasonal,0
10454781,Disco,Seasonal,0
10414996,Disco,Seasonal,0
10535115,Disco,Seasonal,0
10516489,Disco,Seasonal,0
10468791,Disco,Seasonal,0
10516473,Disco,Seasonal,0
10277966,Disco,Seasonal,0
10505699,Disco,Seasonal,0
10312190,Disco,Seasonal,0
10549367,Disco,Seasonal,0
10503040,Disco,Seasonal,0
10468781,Disco,Seasonal,0
10178670,Disco,Seasonal,0
10347738,Disco,Seasonal,0
10486475,Disco,Seasonal,0
10185312,Disco,Seasonal,0
10569029,Disco,Seasonal,0
10556062,Disco,Seasonal,0
10183820,Disco,Seasonal,0
10556056,Disco,Seasonal,0
10515248,Disco,Seasonal,0
10519861,Disco,Seasonal,0
10552112,Disco,Seasonal,0
10511759,Disco,Seasonal,0
10519850,Disco,Seasonal,0
10539868,Disco,Seasonal,0
10102638,Disco,Seasonal,0
10158442,Disco,Seasonal,0
10400386,Disco,Seasonal,0
10508488,Disco,Seasonal,0
10518541,Disco,Seasonal,0
10460159,Disco,Seasonal,0
10515408,Disco,Seasonal,0
10999246,Disco,Seasonal,0
10010981,Disco,Seasonal,0
10503009,Disco,Seasonal,0
10515407,Disco,Seasonal,0
10521033,Disco,Seasonal,0
10519843,Disco,Seasonal,0
10379650,Disco,Seasonal,0
10579216,Disco,Seasonal,0
10188440,Disco,Seasonal,0
10518547,Disco,Seasonal,0
10579448,Disco,Seasonal,0
10509236,Disco,Seasonal,0
10493013,Disco,Seasonal,0
10377531,Disco,Seasonal,0
10552163,Disco,Seasonal,0
10136079,Disco,Seasonal,0
10568975,Disco,Seasonal,0
10552108,Disco,Seasonal,0
10591230,Disco,Seasonal,0
10014831,Disco,Seasonal,0
10519851,Disco,Seasonal,0
10289438,Disco,Seasonal,0
10431040,Disco,Seasonal,0
10418913,Disco,Seasonal,0
10552110,Disco,Seasonal,0
10569028,Disco,Seasonal,0
10158512,Disco,Seasonal,0
10558297,Disco,Seasonal,0
10518538,Disco,Seasonal,0
10567750,Disco,Seasonal,0
10519846,Disco,Seasonal,0
10531841,Disco,Seasonal,0
10472936,Disco,Seasonal,0
10579221,Disco,Seasonal,0
10568974,Disco,Seasonal,0
10558300,Disco,Seasonal,0
10518544,Disco,Seasonal,0
10552090,Disco,Seasonal,0
10518536,Disco,Seasonal,0
10519842,Disco,Seasonal,0
10546796,Disco,Seasonal,0
10158517,Disco,Seasonal,0
10556064,Disco,Seasonal,0
10273615,Disco,Seasonal,0
10483785,Disco,Seasonal,0
10516490,Disco,Seasonal,0
10498880,Disco,Seasonal,0
10567740,Disco,Seasonal,0
10324384,Disco,Seasonal,0
10511717,Disco,Seasonal,0
10008586,Disco,Seasonal,0
10338496,Disco,Seasonal,0
10558290,Disco,Seasonal,0
10556057,Disco,Seasonal,0
10495922,Disco,Seasonal,0
10493028,Disco,Seasonal,0
10478401,Disco,Seasonal,0
10552150,Disco,Seasonal,0
10519852,Disco,Seasonal,0
10514929,Disco,Seasonal,0
10547908,Disco,Seasonal,0
10568972,Disco,Seasonal,0
10133763,Disco,Seasonal,0
10518546,Disco,Seasonal,0
10441838,Disco,Seasonal,0
10028652,Disco,Seasonal,0
10171162,Disco,Seasonal,0
10531838,Disco,Seasonal,0
10347740,Disco,Seasonal,0
10140573,Disco,Seasonal,0
10552159,Disco,Seasonal,0
10063510,Disco,Seasonal,0
10468418,Disco,Seasonal,0
10277493,Disco,Seasonal,0
10514781,Disco,Seasonal,0
10536759,Disco,Seasonal,0
10270758,Disco,Seasonal,0
10518545,Disco,Seasonal,0
10389417,Disco,Seasonal,0
10558298,Disco,Seasonal,0
10495721,Disco,Seasonal,0
10568971,Disco,Seasonal,0
10516491,Disco,Seasonal,0
10507812,Disco,Seasonal,0
10565708,Disco,Seasonal,0
10552154,Disco,Seasonal,0
10407417,Disco,Seasonal,0
10552157,Disco,Seasonal,0
10497982,Disco,Seasonal,0
10552160,Disco,Seasonal,0
10277954,Disco,Seasonal,0
10512694,Disco,Seasonal,0
10518539,Disco,Seasonal,0
10493324,Disco,Seasonal,0
10552094,Disco,Seasonal,0
10569185,Disco,Seasonal,0
10477320,Disco,Seasonal,0
10546789,Disco,Seasonal,0
10175529,Disco,Seasonal,0
10552084,Disco,Seasonal,0
10602920,Disco,Seasonal,0
10552089,Disco,Seasonal,0
10133614,Disco,Seasonal,0
10317982,Disco,Seasonal,0
10463827,Disco,Seasonal,0
10259620,Disco,Seasonal,0
10494394,Disco,Seasonal,0
10568976,Disco,Seasonal,0
10514520,Disco,Seasonal,0
10277964,Disco,Seasonal,0
10552088,Disco,Seasonal,0
10268482,Disco,Seasonal,0
10180166,Disco,Seasonal,0
10579446,Disco,Seasonal,0
10579299,Disco,Seasonal,0
10554682,Disco,Seasonal,0
10330961,Disco,Seasonal,0
10558294,Disco,Seasonal,0
10543318,Disco,Seasonal,0
10537631,Disco,Seasonal,0
10552173,Disco,Seasonal,0
10422134,Disco,Seasonal,0
10149024,Disco,Seasonal,0
10558302,Disco,Seasonal,0
10531900,Disco,Seasonal,0
10478039,Disco,Seasonal,0
10411255,Disco,Seasonal,0
10358734,Disco,Seasonal,0
10552158,Disco,Seasonal,0
10512695,Disco,Seasonal,0
10552115,Disco,Seasonal,0
10505343,Disco,Seasonal,0
10558299,Disco,Seasonal,0
10565707,Disco,Seasonal,0
10572514,Disco,Seasonal,0
10416113,Disco,Seasonal,0
10552149,Disco,Seasonal,0
10518551,Disco,Seasonal,0
10552148,Disco,Seasonal,0
10518520,Disco,Seasonal,0
10544348,Disco,Seasonal,0
10558352,Disco,Seasonal,0
10552175,Disco,Seasonal,0
10579215,Disco,Seasonal,0
10465335,Disco,Seasonal,0
10518537,Disco,Seasonal,0
10179529,Disco,Seasonal,0
10572510,Disco,Seasonal,0
10552151,Disco,Seasonal,0
10230799,Disco,Seasonal,0
10468789,Disco,Seasonal,0
10530937,Disco,Seasonal,0
10536758,Disco,Seasonal,0
10477945,Disco,Seasonal,0
10519855,Disco,Seasonal,0
10508487,Disco,Seasonal,0
10549363,Disco,Seasonal,0
10514222,Disco,Seasonal,0
10543687,Disco,Seasonal,0
10518542,Disco,Seasonal,0
10569017,Disco,Seasonal,0
10434084,Disco,Seasonal,0
10547596,Disco,Seasonal,0
10260688,Disco,Seasonal,0
10568969,Disco,Seasonal,0
10431038,Disco,Seasonal,0
10493014,Disco,Seasonal,0
10517525,Disco,Seasonal,0
10538133,Disco,Seasonal,0
10514061,Disco,Seasonal,0
10552174,Disco,Seasonal,0
10590720,Disco,Seasonal,0
10544428,Disco,Seasonal,0
10415488,Disco,Seasonal,0
10543320,Disco,Seasonal,0
10504527,Disco,Seasonal,0
10537766,Disco,Seasonal,0
10411986,Disco,Seasonal,0
10549365,Disco,Seasonal,0
10504680,Disco,Seasonal,0
10579312,Disco,Seasonal,0
10458533,Disco,Seasonal,0
10274970,Disco,Seasonal,0
10560114,Disco,Seasonal,0
10240273,Disco,Seasonal,0
10210297,Disco,Seasonal,0
10459606,Disco,Seasonal,0
10210301,Disco,Seasonal,0
10587754,Disco,Seasonal,0
10508917,Disco,Seasonal,0
10518543,Disco,Seasonal,0
10518533,Disco,Seasonal,0
10549373,Disco,Seasonal,0
10519864,Disco,Seasonal,0
10446423,Disco,Seasonal,0
10542569,Disco,Seasonal,0
10172240,Disco,Seasonal,0
10227871,Disco,Seasonal,0
10401861,Disco,Seasonal,0
10365904,Disco,Seasonal,0
10535109,Disco,Seasonal,0
10514785,Disco,Seasonal,0
10463829,Disco,Seasonal,0
10180326,Disco,Seasonal,0
10558293,Disco,Seasonal,0
10064930,Disco,Seasonal,0
10422113,Disco,Seasonal,0
10468423,Disco,Seasonal,0
10277532,Disco,Seasonal,0
10518523,Disco,Seasonal,0
10543753,Disco,Seasonal,0
10579217,Disco,Seasonal,0
10549354,Disco,Seasonal,0
10551221,Disco,Seasonal,0
10543040,Disco,Seasonal,0
10243149,Disco,Seasonal,0
10110557,Disco,Seasonal,0
10189090,Disco,Seasonal,0
10569186,Disco,Seasonal,0
10543313,Disco,Seasonal,0
10354873,Disco,Seasonal,0
10359484,Disco,Seasonal,0
10506625,Disco,Seasonal,0
10370164,Disco,Seasonal,0
10558303,Disco,Seasonal,0
10478405,Disco,Seasonal,0
10509608,Disco,Seasonal,0
10324385,Disco,Seasonal,0
10554712,Disco,Seasonal,0
10543689,Disco,Seasonal,0
10177522,Disco,Seasonal,0
10422075,Disco,Seasonal,0
10460163,Disco,Seasonal,0
10572467,Disco,Seasonal,0
10503038,Disco,Seasonal,0
10132890,Disco,Seasonal,0
10123799,Disco,Seasonal,0
10538234,Disco,Seasonal,0
10493008,Disco,Seasonal,0
10401556,Disco,Seasonal,0
10507272,Disco,Seasonal,0
10405726,Disco,Seasonal,0
10295494,Disco,Seasonal,0
10518522,Disco,Seasonal,0
10539286,Disco,Seasonal,0
10520955,Disco,Seasonal,0
10544350,Disco,Seasonal,0
10518534,Disco,Seasonal,0
10572466,Disco,Seasonal,0
10590302,Disco,Seasonal,0
10572496,Disco,Seasonal,0
10407905,Disco,Seasonal,0
10568968,Disco,Seasonal,0
10210620,Disco,Seasonal,0
10172076,Disco,Seasonal,0
10422127,Disco,Seasonal,0
10549358,Disco,Seasonal,0
10513259,Disco,Seasonal,0
10483056,Disco,Seasonal,0
10557973,Disco,Seasonal,0
10551770,Disco,Seasonal,0
10558295,Disco,Seasonal,0
10515244,Disco,Seasonal,0
10279895,Disco,Seasonal,0
10546955,Disco,Seasonal,0
10549364,Disco,Seasonal,0
10549362,Disco,Seasonal,0
10506615,Disco,Seasonal,0
10554780,Disco,Seasonal,0
10513731,Disco,Seasonal,0
10507253,Disco,Seasonal,0
10503031,Disco,Seasonal,0
10161267,Disco,Seasonal,0
10480183,Disco,Seasonal,0
10119939,Disco,Seasonal,0
10240856,Disco,Seasonal,0
10223922,Disco,Seasonal,0
10141771,Disco,Seasonal,0
10514833,Disco,Seasonal,0
10441841,Disco,Seasonal,0
10552977,Disco,Seasonal,0
10468426,Disco,Seasonal,0
10538238,Disco,Seasonal,0
10514001,Disco,Seasonal,0
10389817,Disco,Seasonal,0
10541732,Disco,Seasonal,0
10198159,Disco,Seasonal,0
10518525,Disco,Seasonal,0
10508492,Disco,Seasonal,0
10468414,Disco,Seasonal,0
10538229,Disco,Seasonal,0
10473212,Disco,Seasonal,0
10547906,Disco,Seasonal,0
10468417,Disco,Seasonal,0
10509420,Disco,Seasonal,0
10581342,Disco,Seasonal,0
10501840,Disco,Seasonal,0
10146689,Disco,Seasonal,0
10507329,Disco,Seasonal,0
10551224,Disco,Seasonal,0
10139431,Disco,Seasonal,0
10478041,Disco,Seasonal,0
10494393,Disco,Seasonal,0
10544430,Disco,Seasonal,0
10518521,Disco,Seasonal,0
10433773,Disco,Seasonal,0
10407901,Disco,Seasonal,0
10552113,Disco,Seasonal,0
10494282,Disco,Seasonal,0
10506190,Disco,Seasonal,0
10553464,Disco,Seasonal,0
10554784,Disco,Seasonal,0
10506479,Disco,Seasonal,0
10522455,Disco,Seasonal,0
10210319,Disco,Seasonal,0
10377535,Disco,Seasonal,0
10105443,Disco,Seasonal,0
10365121,Disco,Seasonal,0
10507325,Disco,Seasonal,0
10148876,Disco,Seasonal,0
10550295,Disco,Seasonal,0
10552172,Disco,Seasonal,0
10229078,Disco,Seasonal,0
10543226,Disco,Seasonal,0
10471513,Disco,Seasonal,0
10146549,Disco,Seasonal,0
10224660,Disco,Seasonal,0
10544427,Disco,Seasonal,0
10401581,Disco,Seasonal,0
10514189,Disco,Seasonal,0
10392316,Disco,Seasonal,0
10546299,Disco,Seasonal,0
10504090,Disco,Seasonal,0
10560109,Disco,Seasonal,0
10588545,Disco,Seasonal,0
10549370,Disco,Seasonal,0
10493027,Disco,Seasonal,0
10557808,Disco,Seasonal,0
10147087,Disco,Seasonal,0
10505999,Disco,Seasonal,0
10465333,Disco,Seasonal,0
10545703,Disco,Seasonal,0
10547793,Disco,Seasonal,0
10424104,Disco,Seasonal,0
10543752,Disco,Seasonal,0
10518526,Disco,Seasonal,0
10531367,Disco,Seasonal,0
10115235,Disco,Seasonal,0
10111588,Disco,Seasonal,0
10145160,Disco,Seasonal,0
10507274,Disco,Seasonal,0
10146556,Disco,Seasonal,0
10289717,Disco,Seasonal,0
10531843,Disco,Seasonal,0
10496423,Disco,Seasonal,0
10243069,Disco,Seasonal,0
10409518,Disco,Seasonal,0
10146692,Disco,Seasonal,0
10146550,Disco,Seasonal,0
10279867,Disco,Seasonal,0
10191539,Disco,Seasonal,0
10146551,Disco,Seasonal,0
10558306,Disco,Seasonal,0
10515463,Disco,Seasonal,0
10520021,Disco,Seasonal,0
10082123,Disco,Seasonal,0
10499842,Disco,Seasonal,0
10495255,Disco,Seasonal,0
10191541,Disco,Seasonal,0
10330334,Disco,Seasonal,0
10537649,Disco,Seasonal,0
10514832,Disco,Seasonal,0
10514931,Disco,Seasonal,0
10498885,Disco,Seasonal,0
10488736,Disco,Seasonal,0
10146699,Disco,Seasonal,0
10279866,Disco,Seasonal,0
10406311,Disco,Seasonal,0
10561030,Disco,Seasonal,0
10560119,Disco,Seasonal,0
10394154,Disco,Seasonal,0
10191542,Disco,Seasonal,0
10407421,Disco,Seasonal,0
10519860,Disco,Seasonal,0
10538236,Disco,Seasonal,0
10574225,Disco,Seasonal,0
10477442,Disco,Seasonal,0
10407462,Disco,Seasonal,0
10493006,Disco,Seasonal,0
10588542,Disco,Seasonal,0
10569188,Disco,Seasonal,0
10560113,Disco,Seasonal,0
10315331,Disco,Seasonal,0
10506412,Disco,Seasonal,0
10492101,Disco,Seasonal,0
10566823,Disco,Seasonal,0
10515237,Disco,Seasonal,0
10554789,Disco,Seasonal,0
10514778,Disco,Seasonal,0
10422100,Disco,Seasonal,0
10553458,Disco,Seasonal,0
10509072,Disco,Seasonal,0
10547657,Disco,Seasonal,0
10409099,Disco,Seasonal,0
10495242,Disco,Seasonal,0
10809731,Disco,Seasonal,0
10483048,Disco,Seasonal,0
10544442,Disco,Seasonal,0
10468421,Disco,Seasonal,0
10396867,Disco,Seasonal,0
10554790,Disco,Seasonal,0
10493017,Disco,Seasonal,0
10506483,Disco,Seasonal,0
10518532,Disco,Seasonal,0
10223711,Disco,Seasonal,0
10326514,Disco,Seasonal,0
10541096,Disco,Seasonal,0
10520020,Disco,Seasonal,0
10323644,Disco,Seasonal,0
10323647,Disco,Seasonal,0
10520022,Disco,Seasonal,0
10408959,Disco,Seasonal,0
10514789,Disco,Seasonal,0
10538226,Disco,Seasonal,0
10401657,Disco,Seasonal,0
10146429,Disco,Seasonal,0
10501863,Disco,Seasonal,0
10210321,Disco,Seasonal,0
10315333,Disco,Seasonal,0
10409095,Disco,Seasonal,0
10547680,Disco,Seasonal,0
10507512,Disco,Seasonal,0
10551774,Disco,Seasonal,0
10547914,Disco,Seasonal,0
10466338,Disco,Seasonal,0
10554781,Disco,Seasonal,0
10560118,Disco,Seasonal,0
10543733,Disco,Seasonal,0
10513714,Disco,Seasonal,0
10482398,Disco,Seasonal,0
10434078,Disco,Seasonal,0
10517335,Disco,Seasonal,0
10554782,Disco,Seasonal,0
10212308,Disco,Seasonal,0
10515212,Disco,Seasonal,0
10514002,Disco,Seasonal,0
10308403,Disco,Seasonal,0
10416109,Disco,Seasonal,0
10547913,Disco,Seasonal,0
10548673,Disco,Seasonal,0
10516494,Disco,Seasonal,0
10121573,Disco,Seasonal,0
10554642,Disco,Seasonal,0
10551775,Disco,Seasonal,0
10467235,Disco,Seasonal,0
10483516,Disco,Seasonal,0
10543743,Disco,Seasonal,0
10497590,Disco,Seasonal,0
10315338,Disco,Seasonal,0
10548701,Disco,Seasonal,0
10549357,Disco,Seasonal,0
10409098,Disco,Seasonal,0
10532068,Disco,Seasonal,0
10553431,Disco,Seasonal,0
10483052,Disco,Seasonal,0
10505367,Disco,Seasonal,0
10549322,Disco,Seasonal,0
10549044,Disco,Seasonal,0
10549325,Disco,Seasonal,0
10495247,Disco,Seasonal,0
10551769,Disco,Seasonal,0
